id,note_str,audio_path,instrument,instrument_str,instrument_family,instrument_family_str,instrument_source,instrument_source_str,pitch,velocity,sample_rate,qualities_str
brass_acoustic_006-037-075,brass_acoustic_006-037-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-037-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,37,75,16000,reverb
guitar_acoustic_015-047-075,guitar_acoustic_015-047-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-047-075.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,47,75,16000,reverb
bass_synthetic_135-077-025,bass_synthetic_135-077-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_135-077-025.wav,927,bass_synthetic_135,0,bass,2,synthetic,77,25,16000,distortion
guitar_acoustic_010-083-100,guitar_acoustic_010-083-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-083-100.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,83,100,16000,
brass_acoustic_059-035-100,brass_acoustic_059-035-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_059-035-100.wav,572,brass_acoustic_059,1,brass,0,acoustic,35,100,16000,reverb
flute_synthetic_000-051-127,flute_synthetic_000-051-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-051-127.wav,82,flute_synthetic_000,2,flute,2,synthetic,51,127,16000,distortion
keyboard_electronic_001-089-050,keyboard_electronic_001-089-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_001-089-050.wav,40,keyboard_electronic_001,4,keyboard,1,electronic,89,50,16000,long_release
string_acoustic_057-087-025,string_acoustic_057-087-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-087-025.wav,450,string_acoustic_057,8,string,0,acoustic,87,25,16000,bright|nonlinear_env|reverb
flute_acoustic_002-076-025,flute_acoustic_002-076-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-076-025.wav,86,flute_acoustic_002,2,flute,0,acoustic,76,25,16000,reverb
organ_electronic_007-070-050,organ_electronic_007-070-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-070-050.wav,123,organ_electronic_007,6,organ,1,electronic,70,50,16000,distortion|long_release|nonlinear_env
guitar_electronic_028-047-050,guitar_electronic_028-047-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_028-047-050.wav,510,guitar_electronic_028,3,guitar,1,electronic,47,50,16000,dark
guitar_electronic_028-042-100,guitar_electronic_028-042-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_028-042-100.wav,510,guitar_electronic_028,3,guitar,1,electronic,42,100,16000,dark
vocal_acoustic_000-057-100,vocal_acoustic_000-057-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-057-100.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,57,100,16000,reverb
string_acoustic_056-037-100,string_acoustic_056-037-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-037-100.wav,436,string_acoustic_056,8,string,0,acoustic,37,100,16000,fast_decay|reverb
guitar_acoustic_021-052-050,guitar_acoustic_021-052-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_021-052-050.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,52,50,16000,
bass_synthetic_098-047-100,bass_synthetic_098-047-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-047-100.wav,803,bass_synthetic_098,0,bass,2,synthetic,47,100,16000,distortion
reed_acoustic_023-086-127,reed_acoustic_023-086-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-086-127.wav,224,reed_acoustic_023,7,reed,0,acoustic,86,127,16000,fast_decay|multiphonic|nonlinear_env
bass_electronic_018-042-127,bass_electronic_018-042-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_018-042-127.wav,759,bass_electronic_018,0,bass,1,electronic,42,127,16000,
vocal_synthetic_003-070-100,vocal_synthetic_003-070-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-070-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,70,100,16000,bright|distortion|long_release|nonlinear_env
string_acoustic_012-039-075,string_acoustic_012-039-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_012-039-075.wav,97,string_acoustic_012,8,string,0,acoustic,39,75,16000,long_release|reverb
brass_acoustic_046-081-100,brass_acoustic_046-081-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-081-100.wav,414,brass_acoustic_046,1,brass,0,acoustic,81,100,16000,
reed_acoustic_023-089-050,reed_acoustic_023-089-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-089-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,89,50,16000,fast_decay|multiphonic|nonlinear_env
flute_synthetic_000-033-075,flute_synthetic_000-033-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-033-075.wav,82,flute_synthetic_000,2,flute,2,synthetic,33,75,16000,distortion
mallet_acoustic_062-087-050,mallet_acoustic_062-087-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-087-050.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,87,50,16000,fast_decay|multiphonic
reed_acoustic_018-082-075,reed_acoustic_018-082-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-082-075.wav,183,reed_acoustic_018,7,reed,0,acoustic,82,75,16000,
reed_acoustic_018-081-127,reed_acoustic_018-081-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-081-127.wav,183,reed_acoustic_018,7,reed,0,acoustic,81,127,16000,
flute_synthetic_000-047-100,flute_synthetic_000-047-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-047-100.wav,82,flute_synthetic_000,2,flute,2,synthetic,47,100,16000,distortion
flute_acoustic_002-088-100,flute_acoustic_002-088-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-088-100.wav,86,flute_acoustic_002,2,flute,0,acoustic,88,100,16000,reverb
keyboard_electronic_002-093-050,keyboard_electronic_002-093-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_002-093-050.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,93,50,16000,fast_decay|percussive
reed_acoustic_011-077-050,reed_acoustic_011-077-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-077-050.wav,104,reed_acoustic_011,7,reed,0,acoustic,77,50,16000,
guitar_acoustic_021-078-050,guitar_acoustic_021-078-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_021-078-050.wav,457,guitar_acoustic_021,3,guitar,0,acoustic,78,50,16000,fast_decay
vocal_synthetic_003-060-050,vocal_synthetic_003-060-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-060-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,60,50,16000,bright|distortion|long_release|nonlinear_env
keyboard_electronic_078-045-100,keyboard_electronic_078-045-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_078-045-100.wav,838,keyboard_electronic_078,4,keyboard,1,electronic,45,100,16000,bright
flute_acoustic_002-085-075,flute_acoustic_002-085-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-085-075.wav,86,flute_acoustic_002,2,flute,0,acoustic,85,75,16000,long_release|reverb
vocal_synthetic_003-077-050,vocal_synthetic_003-077-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-077-050.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,77,50,16000,bright|distortion|long_release|nonlinear_env
string_acoustic_057-056-025,string_acoustic_057-056-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-056-025.wav,450,string_acoustic_057,8,string,0,acoustic,56,25,16000,nonlinear_env|reverb
guitar_acoustic_015-048-050,guitar_acoustic_015-048-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-048-050.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,48,50,16000,reverb
mallet_acoustic_062-077-025,mallet_acoustic_062-077-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-077-025.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,77,25,16000,fast_decay|multiphonic|percussive
mallet_acoustic_062-051-025,mallet_acoustic_062-051-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-051-025.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,51,25,16000,dark|fast_decay|multiphonic
organ_electronic_057-080-025,organ_electronic_057-080-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_057-080-025.wav,701,organ_electronic_057,6,organ,1,electronic,80,25,16000,
bass_synthetic_098-089-100,bass_synthetic_098-089-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-089-100.wav,803,bass_synthetic_098,0,bass,2,synthetic,89,100,16000,
reed_acoustic_018-084-127,reed_acoustic_018-084-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_018-084-127.wav,183,reed_acoustic_018,7,reed,0,acoustic,84,127,16000,
keyboard_electronic_003-046-075,keyboard_electronic_003-046-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-046-075.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,46,75,16000,distortion
bass_synthetic_098-056-127,bass_synthetic_098-056-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-056-127.wav,803,bass_synthetic_098,0,bass,2,synthetic,56,127,16000,distortion
string_acoustic_056-048-100,string_acoustic_056-048-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-048-100.wav,436,string_acoustic_056,8,string,0,acoustic,48,100,16000,fast_decay|reverb
mallet_acoustic_062-063-127,mallet_acoustic_062-063-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-063-127.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,63,127,16000,dark|long_release|multiphonic
organ_electronic_007-073-050,organ_electronic_007-073-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-073-050.wav,123,organ_electronic_007,6,organ,1,electronic,73,50,16000,distortion|long_release|nonlinear_env
organ_electronic_007-087-050,organ_electronic_007-087-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_007-087-050.wav,123,organ_electronic_007,6,organ,1,electronic,87,50,16000,long_release|nonlinear_env
reed_acoustic_037-039-025,reed_acoustic_037-039-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-039-025.wav,387,reed_acoustic_037,7,reed,0,acoustic,39,25,16000,reverb
string_acoustic_012-048-075,string_acoustic_012-048-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_012-048-075.wav,97,string_acoustic_012,8,string,0,acoustic,48,75,16000,long_release|reverb
organ_electronic_028-063-100,organ_electronic_028-063-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-063-100.wav,440,organ_electronic_028,6,organ,1,electronic,63,100,16000,dark
bass_electronic_027-039-075,bass_electronic_027-039-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_027-039-075.wav,880,bass_electronic_027,0,bass,1,electronic,39,75,16000,
vocal_synthetic_003-058-127,vocal_synthetic_003-058-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-058-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,58,127,16000,bright|distortion|long_release|nonlinear_env
bass_synthetic_068-055-127,bass_synthetic_068-055-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_068-055-127.wav,656,bass_synthetic_068,0,bass,2,synthetic,55,127,16000,dark|distortion
guitar_acoustic_030-045-025,guitar_acoustic_030-045-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_030-045-025.wav,642,guitar_acoustic_030,3,guitar,0,acoustic,45,25,16000,tempo-synced
mallet_acoustic_047-067-025,mallet_acoustic_047-067-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-067-025.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,67,25,16000,fast_decay|percussive|reverb
vocal_synthetic_003-096-127,vocal_synthetic_003-096-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-096-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,96,127,16000,bright|distortion|long_release|nonlinear_env
mallet_acoustic_062-043-075,mallet_acoustic_062-043-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-043-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,43,75,16000,dark|multiphonic
keyboard_electronic_098-065-025,keyboard_electronic_098-065-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_098-065-025.wav,905,keyboard_electronic_098,4,keyboard,1,electronic,65,25,16000,
guitar_acoustic_015-072-075,guitar_acoustic_015-072-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_015-072-075.wav,316,guitar_acoustic_015,3,guitar,0,acoustic,72,75,16000,reverb
vocal_acoustic_000-050-075,vocal_acoustic_000-050-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_acoustic_000-050-075.wav,46,vocal_acoustic_000,10,vocal,0,acoustic,50,75,16000,reverb
brass_acoustic_059-056-100,brass_acoustic_059-056-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_059-056-100.wav,572,brass_acoustic_059,1,brass,0,acoustic,56,100,16000,reverb
guitar_acoustic_010-088-075,guitar_acoustic_010-088-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-088-075.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,88,75,16000,
reed_acoustic_023-062-025,reed_acoustic_023-062-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-062-025.wav,224,reed_acoustic_023,7,reed,0,acoustic,62,25,16000,bright|fast_decay|multiphonic|nonlinear_env
guitar_electronic_022-033-100,guitar_electronic_022-033-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_022-033-100.wav,378,guitar_electronic_022,3,guitar,1,electronic,33,100,16000,dark
vocal_synthetic_003-076-127,vocal_synthetic_003-076-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-076-127.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,76,127,16000,bright|distortion|long_release|nonlinear_env
organ_electronic_028-039-075,organ_electronic_028-039-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-039-075.wav,440,organ_electronic_028,6,organ,1,electronic,39,75,16000,dark
reed_acoustic_037-032-075,reed_acoustic_037-032-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-032-075.wav,387,reed_acoustic_037,7,reed,0,acoustic,32,75,16000,long_release|reverb
vocal_synthetic_003-037-075,vocal_synthetic_003-037-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-037-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,37,75,16000,distortion|long_release|nonlinear_env
flute_acoustic_002-089-075,flute_acoustic_002-089-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_acoustic_002-089-075.wav,86,flute_acoustic_002,2,flute,0,acoustic,89,75,16000,long_release|reverb
bass_synthetic_098-053-025,bass_synthetic_098-053-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-053-025.wav,803,bass_synthetic_098,0,bass,2,synthetic,53,25,16000,dark
keyboard_acoustic_004-042-025,keyboard_acoustic_004-042-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_acoustic_004-042-025.wav,327,keyboard_acoustic_004,4,keyboard,0,acoustic,42,25,16000,dark|reverb
reed_acoustic_011-075-127,reed_acoustic_011-075-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-075-127.wav,104,reed_acoustic_011,7,reed,0,acoustic,75,127,16000,
bass_synthetic_009-051-075,bass_synthetic_009-051-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_009-051-075.wav,150,bass_synthetic_009,0,bass,2,synthetic,51,75,16000,bright|distortion|long_release
mallet_acoustic_047-076-075,mallet_acoustic_047-076-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-076-075.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,76,75,16000,percussive|reverb
organ_electronic_028-089-025,organ_electronic_028-089-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-089-025.wav,440,organ_electronic_028,6,organ,1,electronic,89,25,16000,
keyboard_electronic_002-074-075,keyboard_electronic_002-074-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_002-074-075.wav,50,keyboard_electronic_002,4,keyboard,1,electronic,74,75,16000,
guitar_acoustic_010-068-100,guitar_acoustic_010-068-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_acoustic_010-068-100.wav,219,guitar_acoustic_010,3,guitar,0,acoustic,68,100,16000,
string_acoustic_014-064-100,string_acoustic_014-064-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_014-064-100.wav,100,string_acoustic_014,8,string,0,acoustic,64,100,16000,fast_decay|percussive|reverb
string_acoustic_056-074-127,string_acoustic_056-074-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-074-127.wav,436,string_acoustic_056,8,string,0,acoustic,74,127,16000,fast_decay|percussive|reverb
mallet_acoustic_062-045-050,mallet_acoustic_062-045-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-045-050.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,45,50,16000,dark|multiphonic
organ_electronic_057-081-075,organ_electronic_057-081-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_057-081-075.wav,701,organ_electronic_057,6,organ,1,electronic,81,75,16000,
string_acoustic_056-073-100,string_acoustic_056-073-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-073-100.wav,436,string_acoustic_056,8,string,0,acoustic,73,100,16000,fast_decay|percussive|reverb
bass_synthetic_034-051-050,bass_synthetic_034-051-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_034-051-050.wav,420,bass_synthetic_034,0,bass,2,synthetic,51,50,16000,distortion|tempo-synced
vocal_synthetic_003-094-075,vocal_synthetic_003-094-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-094-075.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,94,75,16000,long_release|nonlinear_env
string_acoustic_057-095-100,string_acoustic_057-095-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-095-100.wav,450,string_acoustic_057,8,string,0,acoustic,95,100,16000,nonlinear_env|reverb
bass_synthetic_098-069-127,bass_synthetic_098-069-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_098-069-127.wav,803,bass_synthetic_098,0,bass,2,synthetic,69,127,16000,
brass_acoustic_046-064-025,brass_acoustic_046-064-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_046-064-025.wav,414,brass_acoustic_046,1,brass,0,acoustic,64,25,16000,
organ_electronic_104-044-075,organ_electronic_104-044-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_104-044-075.wav,921,organ_electronic_104,6,organ,1,electronic,44,75,16000,
bass_synthetic_134-080-075,bass_synthetic_134-080-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_synthetic_134-080-075.wav,914,bass_synthetic_134,0,bass,2,synthetic,80,75,16000,fast_decay|percussive|reverb
string_acoustic_012-045-075,string_acoustic_012-045-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_012-045-075.wav,97,string_acoustic_012,8,string,0,acoustic,45,75,16000,reverb
reed_acoustic_023-037-050,reed_acoustic_023-037-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-037-050.wav,224,reed_acoustic_023,7,reed,0,acoustic,37,50,16000,bright|fast_decay|multiphonic|nonlinear_env
organ_electronic_001-077-075,organ_electronic_001-077-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-077-075.wav,8,organ_electronic_001,6,organ,1,electronic,77,75,16000,
organ_electronic_028-051-100,organ_electronic_028-051-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-051-100.wav,440,organ_electronic_028,6,organ,1,electronic,51,100,16000,dark
keyboard_synthetic_000-079-025,keyboard_synthetic_000-079-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_synthetic_000-079-025.wav,577,keyboard_synthetic_000,4,keyboard,2,synthetic,79,25,16000,distortion|fast_decay|nonlinear_env
mallet_acoustic_062-050-075,mallet_acoustic_062-050-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_062-050-075.wav,644,mallet_acoustic_062,5,mallet,0,acoustic,50,75,16000,dark|multiphonic
flute_synthetic_000-064-025,flute_synthetic_000-064-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-064-025.wav,82,flute_synthetic_000,2,flute,2,synthetic,64,25,16000,distortion
mallet_acoustic_047-077-050,mallet_acoustic_047-077-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/mallet_acoustic_047-077-050.wav,488,mallet_acoustic_047,5,mallet,0,acoustic,77,50,16000,fast_decay|percussive|reverb
keyboard_electronic_003-055-050,keyboard_electronic_003-055-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/keyboard_electronic_003-055-050.wav,65,keyboard_electronic_003,4,keyboard,1,electronic,55,50,16000,dark
vocal_synthetic_003-072-025,vocal_synthetic_003-072-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-072-025.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,72,25,16000,bright|distortion|long_release|nonlinear_env
reed_acoustic_037-035-050,reed_acoustic_037-035-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_037-035-050.wav,387,reed_acoustic_037,7,reed,0,acoustic,35,50,16000,reverb
organ_electronic_028-075-050,organ_electronic_028-075-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_028-075-050.wav,440,organ_electronic_028,6,organ,1,electronic,75,50,16000,dark
bass_electronic_027-031-075,bass_electronic_027-031-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/bass_electronic_027-031-075.wav,880,bass_electronic_027,0,bass,1,electronic,31,75,16000,
reed_acoustic_011-071-075,reed_acoustic_011-071-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_011-071-075.wav,104,reed_acoustic_011,7,reed,0,acoustic,71,75,16000,
vocal_synthetic_003-091-100,vocal_synthetic_003-091-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/vocal_synthetic_003-091-100.wav,37,vocal_synthetic_003,10,vocal,2,synthetic,91,100,16000,bright|distortion|long_release|nonlinear_env
reed_acoustic_023-083-127,reed_acoustic_023-083-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/reed_acoustic_023-083-127.wav,224,reed_acoustic_023,7,reed,0,acoustic,83,127,16000,bright|fast_decay|multiphonic|nonlinear_env
organ_electronic_057-042-050,organ_electronic_057-042-050,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_057-042-050.wav,701,organ_electronic_057,6,organ,1,electronic,42,50,16000,dark
organ_electronic_001-088-127,organ_electronic_001-088-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/organ_electronic_001-088-127.wav,8,organ_electronic_001,6,organ,1,electronic,88,127,16000,
string_acoustic_057-080-100,string_acoustic_057-080-100,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_057-080-100.wav,450,string_acoustic_057,8,string,0,acoustic,80,100,16000,bright|nonlinear_env|reverb
guitar_electronic_028-047-075,guitar_electronic_028-047-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/guitar_electronic_028-047-075.wav,510,guitar_electronic_028,3,guitar,1,electronic,47,75,16000,dark
string_acoustic_056-039-025,string_acoustic_056-039-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-039-025.wav,436,string_acoustic_056,8,string,0,acoustic,39,25,16000,fast_decay|reverb
string_acoustic_056-043-127,string_acoustic_056-043-127,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/string_acoustic_056-043-127.wav,436,string_acoustic_056,8,string,0,acoustic,43,127,16000,fast_decay|percussive|reverb
flute_synthetic_000-056-025,flute_synthetic_000-056-025,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/flute_synthetic_000-056-025.wav,82,flute_synthetic_000,2,flute,2,synthetic,56,25,16000,distortion
brass_acoustic_006-065-075,brass_acoustic_006-065-075,/root/autodl-tmp/tokenizer-eval/data/nsynth/nsynth-valid/audio/brass_acoustic_006-065-075.wav,43,brass_acoustic_006,1,brass,0,acoustic,65,75,16000,reverb
